Mean RT,Mean CV,Sample 1 Intensity,Sample 2 Intensity,Sample 3 Intensity,Sample 4 Intensity,Sample 5 Intensity,Sample 6 Intensity,Sample 7 Intensity,Sample 8 Intensity,Sample 9 Intensity,Sample 10 Intensity,Sample 11 Intensity,Sample 12 Intensity,Sample 13 Intensity,Sample 14 Intensity,Sample 15 Intensity,Sample 16 Intensity,Sample 17 Intensity,Sample 18 Intensity,Sample 19 Intensity,Sample 20 Intensity,Sample 21 Intensity,Sample 22 Intensity,Sample 23 Intensity,Sample 24 Intensity
414.0459,-20.95875,0,0,0.0062813,0,0.012957,0,0,0.068371,0.13055,0,0,0,0,0,0,0,0,0,0.004661,0.040052,0,0,0.034593,0.084324
463.0837,-5.786667,0,0,0.020388,0,0,0,0,0,0,0,0.010115,0,0,0,0,0,0,0,0,0,0,0,0.004348,0
550.3213,-5.168,0,0,0.033575,0.0075037,0,0,0,0,0,0,0.014675,0,0,0,0,0,0,0,0,0.034558,0,0,0,0.0050178
570.1974,1.3435,0.37648,0,0.33862,0.19447,0.5976,0.85411,0.74962,0,0,0.14292,0.17531,0.67014,0,0.14212,0.11303,0.13824,0.37336,0.42317,0.22848,0.13782,0.19434,0.51903,0.064572,0.239
691.3174,2.522727,0,0,0.012255,0,0.14878,0.15533,1.0204,0.043925,0.041841,0.33006,0,0.1839,0.074629,0.57263,0,0.038064,0,0,0,0,0,0,0,0
471.639,-21.20692,0,0,0.42189,0.062232,0.57531,0.047467,0.8823,0.0193,0,0,0.074781,0.4761,0,0,0,0,0,0.026755,0,0.2491,0,0.22418,0.35574,0.15594
802.918,-21.169,0,0,0,0.019507,0,0,0,0,0,0.025903,0.055495,0,0,0.008771,0,0,0.06472,0.092766,0.0056086,0,0,0.026596,0.011192,0.10238
72.3846,-15.629,0.022898,0,0,0.016508,0,0.018583,0,0,0,0.01639,0.045433,0,0.011839,0.019762,0,0,0,0,0,0.11454,0,0,0.10805,0.012933
392.552,-9.48,0,0,0,0.0079221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550.3213,-5.168,0,0,0.033575,0.0075037,0,0,0,0,0,0,0.014675,0,0,0,0,0,0,0,0,0.034558,0,0,0,0.0050178
659.142,-5.11,0,0,0,0.020355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920.7709,-4.82,0,0,0,0.0095258,0,0,0,0,0,0,0.012783,0,0,0,0,0,0.0081108,0.0041075,0,0,0,0.024885,0,0.022179
845.1356,-3.175455,0,0,0,0.012148,0.024164,0.043207,0,0,0,0.014556,0.080156,0,0.08405,0.030655,0,0.039488,0.079055,0,0,0,0,0.013384,0,0.057621
570.1974,1.3435,0.37648,0,0.33862,0.19447,0.5976,0.85411,0.74962,0,0,0.14292,0.17531,0.67014,0,0.14212,0.11303,0.13824,0.37336,0.42317,0.22848,0.13782,0.19434,0.51903,0.064572,0.239
27.05,0.3333333,0,0,0,0.0055217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051948,0,0,0.0057066,0
645.0886,1.37625,0,0,0,0.022896,0,0,0,0,0,0,0.12013,0,0,0.10954,0,0,0.036675,0,0,0.021239,0,0.23919,0.065902,0.04145
52.8662,1.184,0,0,0,0.0050284,0,0,0,0,0,0,0.023007,0,0.0057788,0.0090382,0,0,0,0,0,0,0,0,0,0.032717
32.26133,1.983333,0,0,0,0.0068504,0,0,0,0,0,0,0.0072926,0,0,0.011334,0,0,0,0,0,0,0,0,0,0
467.0794,-21.285,0,0,0,0.062232,0.57531,0.047467,0.29308,0.0193,0,0.018939,0.074781,0.4761,0,0,0,0,0,0.026755,0,0.2491,0,0,0.35574,0.15594
146.3109,-21.49444,0,0,0,0,0.032078,0.10033,0.23436,0.0094486,0.037985,0.012025,0,0.069883,0.1375,0.041522,0,0,0,0,0,0,0,0,0,0
207.2947,-21.52667,0,0,0,0,0.016306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088356,0,0,0.20684,0
727.4707,-21.3575,0,0,0,0,0.04686,0.037597,0.056096,0,0,0,0,0.057588,0,0,0,0,0,0,0,0,0,0,0,0
742.8048,-21.285,0,0,0,0,0.010771,0,0.029049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358.0245,-21.14,0,0,0,0,0.0051707,0,0.1218,0,0,0,0,0,0,0,0,0,0,0,0,0.12722,0,0,0.37211,0.041832
418.7524,-21.07556,0,0,0.0062813,0,0.012957,0.049429,0,0.068371,0.13055,0,0,0,0,0,0,0,0,0,0.004661,0.65264,0,0,0.29374,0.61398
421.0231,-21.053,0,0,0.0062813,0,0.0083712,0.049429,0,0.0095764,0.13055,0,0,0,0,0,0,0.011226,0,0,0.004661,0.65264,0,0,0.29374,0.61398
254.7982,-7.647143,0,0,0,0,0.044416,0.10338,0.042258,0.01088,0,0,0,0.028295,0.036526,0,0,0.041203,0,0,0,0,0,0,0,0
325.0266,-5.303333,0,0,0,0,0.03637,0.056808,0,0,0.016059,0,0,0.031199,0.051269,0,0,0.0048678,0,0,0,0,0,0,0,0
75.08457,-4.07,0,0,0,0,0.093352,0.0742,0,0.0084968,0.025044,0,0,0.064294,0.093538,0,0,0,0,0,0,0,0.008878,0,0,0
734.7163,-1.755,0,0,0,0,0.04343,0,0.064702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798.4937,1.3,0,0,0,0,0.032393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623.4681,1.822,0,0,0,0,0.28636,0.02824,0.16804,0,0,0,0,0.17883,0.023444,0,0,0,0,0,0,0,0,0,0,0
718.6636,1.6625,0,0,0,0,0.2972,0,0.77453,0.048059,0,0,0,0.1948,0,0,0,0,0,0,0,0,0,0,0,0
325.8876,1.706,0,0,0,0,0.050773,0.13246,0,0,0.0047519,0,0,0.010368,0.057033,0,0,0,0,0,0,0,0,0,0,0
517.3871,1.98,0,0,0,0,0.086073,0,0.022367,0,0,0,0,0.014141,0,0,0,0,0,0,0,0,0,0,0,0
582.0907,1.686667,0,0,0,0,0.1444,0,0.052316,0,0,0,0,0.036877,0,0,0,0,0,0,0,0,0,0,0,0
648.9715,1.398889,0,0,0,0,0.040885,0,0.26054,0,0,0,0.12013,0.024295,0,0,0,0,0.036675,0,0,0.014895,0,0.23919,0.065902,0.04145
689.1306,2.531429,0,0,0.012255,0,0.15306,0.15533,1.0204,0.043925,0.041841,0.33006,0.0066644,0.1839,0.055842,0.57263,0,0.038064,0,0,0,0.024819,0,0,0.058417,0
886.9777,1.3,0,0,0,0,0.0048758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689.3434,2.49,0,0,0.012255,0,0.14878,0.15533,1.0204,0.043925,0.041841,0.33006,0.0066644,0.1839,0.074629,0.57263,0,0.038064,0,0,0,0.024819,0,0,0.058417,0
146.3109,-21.49444,0,0,0,0,0.032078,0.10033,0.23436,0.0094486,0.037985,0.012025,0,0.069883,0.1375,0.041522,0,0,0,0,0,0,0,0,0,0
419.7822,-21.14,0,0,0,0,0.012957,0.049429,0,0.0095764,0.13055,0,0,0,0,0,0,0,0,0,0.004661,0.65264,0,0,0.29374,0.61398
244.571,-21.2125,0,0,0,0,0,0.061971,0.05211,0,0.013263,0,0,0,0,0,0,0.0055313,0,0,0,0,0,0,0,0
468.1997,-21.32455,0,0,0,0.062232,0.57531,0.047467,0.29308,0.0193,0,0,0.074781,0.4761,0,0,0,0,0,0.026755,0,0.2491,0,0,0.35574,0.15594
727.4707,-21.3575,0,0,0,0,0.04686,0.037597,0.056096,0,0,0,0,0.057588,0,0,0,0,0,0,0,0,0,0,0,0
862.5137,-21.43,0,0,0,0.029213,0,0.0094464,0,0,0,0.017685,0.011703,0.028232,0,0.018487,0,0,0,0,0,0,0,0,0,0
254.7982,-7.647143,0,0,0,0,0.044416,0.10338,0.042258,0.01088,0,0,0,0.028295,0.036526,0,0,0.041203,0,0,0,0,0,0,0,0
325.0266,-5.303333,0,0,0,0,0.03637,0.056808,0,0,0.016059,0,0,0.031199,0.051269,0,0,0.0048678,0,0,0,0,0,0,0,0
75.08457,-4.07,0,0,0,0,0.093352,0.0742,0,0.0084968,0.025044,0,0,0.064294,0.093538,0,0,0,0,0,0,0,0.008878,0,0,0
545.2408,-1.323333,0,0,0.0069319,0,0,0.016055,0,0,0,0,0,0,0.025535,0,0,0,0,0,0,0,0,0,0,0
259.224,1.3,0,0,0,0,0,0.037916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.8876,1.706,0,0,0,0,0.050773,0.13246,0,0,0.0047519,0,0,0.010368,0.057033,0,0,0,0,0,0,0,0,0,0,0
623.4681,1.822,0,0,0,0,0.28636,0.02824,0.16804,0,0,0,0,0.17883,0.023444,0,0,0,0,0,0,0,0,0,0,0
689.1306,2.531429,0,0,0.012255,0,0.15306,0.15533,1.0204,0.043925,0.041841,0.33006,0.0066644,0.1839,0.055842,0.57263,0,0.038064,0,0,0,0.024819,0,0,0.058417,0
145.9799,-21.52667,0,0,0,0,0.032078,0.10033,0.23436,0.0094486,0.037985,0.012025,0,0.069883,0.1375,0.042382,0,0,0,0,0,0,0,0,0,0
358.0245,-21.14,0,0,0,0,0.0051707,0,0.1218,0,0,0,0,0,0,0,0,0,0,0,0,0.12722,0,0,0.37211,0.041832
460.3397,-21.27385,0,0,0,0.009038,0.57531,0.047467,0.29308,0.0193,0,0.018939,0.026054,0.4761,0,0,0,0,0,0.026755,0,0.061757,0,0.097159,0.032453,0.15594
171.114,-21.285,0,0,0,0,0,0,0.010888,0,0,0,0,0,0.0084186,0,0,0,0,0,0,0,0,0,0,0
183.043,-21.14,0,0,0,0,0,0,0.0053537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240.0975,-21.23667,0,0,0,0,0,0.061971,0.05211,0,0.013263,0,0,0,0,0,0,0.0055313,0,0,0,0.017963,0,0,0.1067,0
384.2852,-20.9225,0,0,0,0,0,0,0.0074781,0,0,0,0.0052845,0,0,0,0,0,0,0,0,0.0042773,0,0,0,0.0057587
727.4707,-21.3575,0,0,0,0,0.04686,0.037597,0.056096,0,0,0,0,0.057588,0,0,0,0,0,0,0,0,0,0,0,0
742.8048,-21.285,0,0,0,0,0.010771,0,0.029049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254.7982,-7.647143,0,0,0,0,0.044416,0.10338,0.042258,0.01088,0,0,0,0.028295,0.036526,0,0,0.041203,0,0,0,0,0,0,0,0
253.5666,-7.536667,0,0,0,0,0.044416,0,0.065977,0.01088,0,0,0,0.028295,0.036526,0,0,0.041203,0,0,0,0,0,0,0,0
704.6123,-3.65,0,0,0,0,0,0,0.12006,0,0.0049759,0,0,0.015041,0,0,0,0,0,0,0,0,0,0,0,0
117.2037,-2.1,0,0,0,0,0,0,0.011777,0,0,0.10177,0,0,0,0.06886,0,0,0,0,0,0,0,0,0,0
734.7163,-1.755,0,0,0,0,0.04343,0,0.064702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.826,1.3,0,0,0,0,0,0,0.12868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367.171,1.01,0,0,0,0,0,0,0.13962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648.9715,1.398889,0,0,0,0,0.040885,0,0.26054,0,0,0,0.12013,0.024295,0,0,0,0,0.036675,0,0,0.014895,0,0.23919,0.065902,0.04145
690.6429,2.5425,0,0,0.012255,0,0.14878,0.15533,1.0204,0.043925,0.041841,0.33006,0,0.1839,0.074629,0.57263,0,0.038064,0,0,0,0.024819,0,0,0,0
718.6636,1.6625,0,0,0,0,0.2972,0,0.77453,0.048059,0,0,0,0.1948,0,0,0,0,0,0,0,0,0,0,0,0
623.4681,1.822,0,0,0,0,0.28636,0.02824,0.16804,0,0,0,0,0.17883,0.023444,0,0,0,0,0,0,0,0,0,0,0
582.0907,1.686667,0,0,0,0,0.1444,0,0.052316,0,0,0,0,0.036877,0,0,0,0,0,0,0,0,0,0,0,0
517.3871,1.98,0,0,0,0,0.086073,0,0.022367,0,0,0,0,0.014141,0,0,0,0,0,0,0,0,0,0,0,0
758.5018,2.47,0,0,0,0,0,0,0.17419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146.3109,-21.49444,0,0,0,0,0.032078,0.10033,0.23436,0.0094486,0.037985,0.012025,0,0.069883,0.1375,0.041522,0,0,0,0,0,0,0,0,0,0
414.4986,-21.04333,0,0,0.0062813,0,0.012957,0.049429,0,0.068371,0.13055,0,0,0,0,0,0,0,0,0,0.004661,0.040052,0,0,0.034593,0.084324
419.3123,-21.07556,0,0,0.0062813,0,0.012957,0.049429,0,0.0095764,0.13055,0,0,0,0,0,0,0,0,0,0.004661,0.65264,0,0,0.29374,0.61398
467.0794,-21.285,0,0,0,0.062232,0.57531,0.047467,0.29308,0.0193,0,0.018939,0.074781,0.4761,0,0,0,0,0,0.026755,0,0.2491,0,0,0.35574,0.15594
254.7982,-7.647143,0,0,0,0,0.044416,0.10338,0.042258,0.01088,0,0,0,0.028295,0.036526,0,0,0.041203,0,0,0,0,0,0,0,0
75.08457,-4.07,0,0,0,0,0.093352,0.0742,0,0.0084968,0.025044,0,0,0.064294,0.093538,0,0,0,0,0,0,0,0.008878,0,0,0
456.7935,0.2642857,0,0,0,0,0,0,0,0.0045853,0,0,0,0,0,0,0.0048351,0,0.006248,0.006308,0,0,0,0.018917,0.013498,0.012449
718.6636,1.6625,0,0,0,0,0.2972,0,0.77453,0.048059,0,0,0,0.1948,0,0,0,0,0,0,0,0,0,0,0,0
690.6429,2.5425,0,0,0.012255,0,0.14878,0.15533,1.0204,0.043925,0.041841,0.33006,0,0.1839,0.074629,0.57263,0,0.038064,0,0,0,0.024819,0,0,0,0
145.9799,-21.52667,0,0,0,0,0.032078,0.10033,0.23436,0.0094486,0.037985,0.012025,0,0.069883,0.1375,0.042382,0,0,0,0,0,0,0,0,0,0
244.571,-21.2125,0,0,0,0,0,0.061971,0.05211,0,0.013263,0,0,0,0,0,0,0.0055313,0,0,0,0,0,0,0,0
414.4986,-21.04333,0,0,0.0062813,0,0.012957,0.049429,0,0.068371,0.13055,0,0,0,0,0,0,0,0,0,0.004661,0.040052,0,0,0.034593,0.084324
875.4932,-20.995,0.0049118,0,0.02932,0,0,0,0.056435,0.057461,0.044575,0,0,0,0,0,0.015087,0,0.039202,0,0.0054872,0,0.0052435,0.070696,0,0
325.0266,-5.303333,0,0,0,0,0.03637,0.056808,0,0,0.016059,0,0,0.031199,0.051269,0,0,0.0048678,0,0,0,0,0,0,0,0
75.08457,-4.07,0,0,0,0,0.093352,0.0742,0,0.0084968,0.025044,0,0,0.064294,0.093538,0,0,0,0,0,0,0,0.008878,0,0,0
704.6123,-3.65,0,0,0,0,0,0,0.12006,0,0.0049759,0,0,0.015041,0,0,0,0,0,0,0,0,0,0,0,0
325.8876,1.706,0,0,0,0,0.050773,0.13246,0,0,0.0047519,0,0,0.010368,0.057033,0,0,0,0,0,0,0,0,0,0,0
691.3174,2.522727,0,0,0.012255,0,0.14878,0.15533,1.0204,0.043925,0.041841,0.33006,0,0.1839,0.074629,0.57263,0,0.038064,0,0,0,0,0,0,0,0
143.0247,-21.47833,0,0,0,0,0.032078,0,0.23436,0.0094486,0.037985,0.030443,0,0,0,0.042382,0,0,0,0,0,0,0,0,0,0
144.9069,-21.53875,0,0,0,0,0.032078,0,0.23436,0.0094486,0.037985,0.012855,0,0.069883,0.1375,0.042382,0,0,0,0,0,0,0,0,0,0
145.9799,-21.52667,0,0,0,0,0.032078,0.10033,0.23436,0.0094486,0.037985,0.012025,0,0.069883,0.1375,0.042382,0,0,0,0,0,0,0,0,0,0
817.5104,-21.0675,0,0,0.071633,0.045746,0,0,0,0,0,0.015254,0.0638,0,0,0.015167,0.0065222,0,0.0079403,0.06732,0,0.13064,0.028278,0.0050397,0.047092,0
818.1838,-21.04333,0,0,0.071633,0.045746,0,0,0,0,0,0.0051853,0.0638,0,0,0.015167,0.0065222,0,0.0079403,0.06732,0,0.13064,0.028278,0.0083451,0.047092,0
117.2037,-2.1,0,0,0,0,0,0,0.011777,0,0,0.10177,0,0,0,0.06886,0,0,0,0,0,0,0,0,0,0
690.6429,2.5425,0,0,0.012255,0,0.14878,0.15533,1.0204,0.043925,0.041841,0.33006,0,0.1839,0.074629,0.57263,0,0.038064,0,0,0,0.024819,0,0,0,0
690.3296,2.702,0,0,0.012255,0,0.14878,0.15533,0,0.043925,0.041841,0.24647,0,0,0.074629,0.57263,0,0.038064,0,0,0,0.024819,0,0,0,0
98.54683,-21.23667,0,0,0,0.005233,0,0,0,0,0,0,0.035634,0,0,0.086508,0,0,0,0.0096116,0,0,0,0,0.010177,0.0082516
469.021,-21.26083,0,0,0,0.062232,0.57531,0.047467,0.29308,0.0193,0,0,0.074781,0.4761,0,0,0,0,0,0.026755,0,0.2491,0,0.22418,0.35574,0.15594
384.2852,-20.9225,0,0,0,0,0,0,0.0074781,0,0,0,0.0052845,0,0,0,0,0,0,0,0,0.0042773,0,0,0,0.0057587
117.186,-12.98,0,0,0,0,0,0,0,0,0,0,0.046934,0,0,0,0,0,0,0,0,0,0,0,0,0
644.8282,-6.18,0,0,0,0,0,0,0,0,0,0,0.014756,0,0,0,0,0,0,0,0,0.025706,0,0,0,0.024947
463.0837,-5.786667,0,0,0.020388,0,0,0,0,0,0,0,0.010115,0,0,0,0,0,0,0,0,0,0,0,0.004348,0
550.3213,-5.168,0,0,0.033575,0.0075037,0,0,0,0,0,0,0.014675,0,0,0,0,0,0,0,0,0.034558,0,0,0,0.0050178
923.7235,-4.7475,0,0,0,0.0095258,0,0,0,0,0,0,0.012783,0,0,0,0,0,0,0.0041075,0,0,0,0.024885,0,0
31.5915,1.6675,0,0,0,0.0068504,0,0,0,0,0,0,0.0072926,0,0,0.011334,0,0,0,0,0,0,0,0,0.012341,0
686.2978,2.54125,0,0,0,0,0.15306,0.15533,0,0,0,0,0.0066644,0.1839,0.055842,0.57263,0,0,0,0,0,0.024819,0,0,0.058417,0
146.3109,-21.49444,0,0,0,0,0.032078,0.10033,0.23436,0.0094486,0.037985,0.012025,0,0.069883,0.1375,0.041522,0,0,0,0,0,0,0,0,0,0
467.0794,-21.285,0,0,0,0.062232,0.57531,0.047467,0.29308,0.0193,0,0.018939,0.074781,0.4761,0,0,0,0,0,0.026755,0,0.2491,0,0,0.35574,0.15594
727.4707,-21.3575,0,0,0,0,0.04686,0.037597,0.056096,0,0,0,0,0.057588,0,0,0,0,0,0,0,0,0,0,0,0
218.183,-9.576667,0,0,0,0,0,0,0,0,0,0,0,0.0057532,0,0,0,0,0,0,0,0.039846,0,0,0.047284,0
254.7982,-7.647143,0,0,0,0,0.044416,0.10338,0.042258,0.01088,0,0,0,0.028295,0.036526,0,0,0.041203,0,0,0,0,0,0,0,0
325.0266,-5.303333,0,0,0,0,0.03637,0.056808,0,0,0.016059,0,0,0.031199,0.051269,0,0,0.0048678,0,0,0,0,0,0,0,0
75.08457,-4.07,0,0,0,0,0.093352,0.0742,0,0.0084968,0.025044,0,0,0.064294,0.093538,0,0,0,0,0,0,0,0.008878,0,0,0
704.6123,-3.65,0,0,0,0,0,0,0.12006,0,0.0049759,0,0,0.015041,0,0,0,0,0,0,0,0,0,0,0,0
557.089,-2.408182,0,0,0,0,0,0,0.04676,0.03059,0,0,0,0.0086959,0.04729,0.0091762,0,0.14251,0,0.17408,0.037534,0.12364,0,0.0041036,0,0.040428
579.525,1.3725,0,0,0,0,0.1444,0,0.052316,0,0,0,0,0.021125,0,0,0,0,0,0,0.22848,0,0,0,0,0
718.6636,1.6625,0,0,0,0,0.2972,0,0.77453,0.048059,0,0,0,0.1948,0,0,0,0,0,0,0,0,0,0,0,0
623.4681,1.822,0,0,0,0,0.28636,0.02824,0.16804,0,0,0,0,0.17883,0.023444,0,0,0,0,0,0,0,0,0,0,0
649.9063,1.675714,0,0,0,0,0.040885,0,0.26054,0,0,0,0.12013,0.024295,0,0,0,0,0,0,0,0.014895,0,0,0.065902,0.04145
325.8876,1.706,0,0,0,0,0.050773,0.13246,0,0,0.0047519,0,0,0.010368,0.057033,0,0,0,0,0,0,0,0,0,0,0
689.3434,2.49,0,0,0.012255,0,0.14878,0.15533,1.0204,0.043925,0.041841,0.33006,0.0066644,0.1839,0.074629,0.57263,0,0.038064,0,0,0,0.024819,0,0,0.058417,0
579.525,1.5175,0,0,0,0,0.1444,0,0.052316,0,0,0,0,0.036877,0,0,0,0,0,0,0.22848,0,0,0,0,0
517.3871,1.98,0,0,0,0,0.086073,0,0.022367,0,0,0,0,0.014141,0,0,0,0,0,0,0,0,0,0,0,0
146.3109,-21.49444,0,0,0,0,0.032078,0.10033,0.23436,0.0094486,0.037985,0.012025,0,0.069883,0.1375,0.041522,0,0,0,0,0,0,0,0,0,0
171.114,-21.285,0,0,0,0,0,0,0.010888,0,0,0,0,0,0.0084186,0,0,0,0,0,0,0,0,0,0,0
254.7982,-7.647143,0,0,0,0,0.044416,0.10338,0.042258,0.01088,0,0,0,0.028295,0.036526,0,0,0.041203,0,0,0,0,0,0,0,0
325.0266,-5.303333,0,0,0,0,0.03637,0.056808,0,0,0.016059,0,0,0.031199,0.051269,0,0,0.0048678,0,0,0,0,0,0,0,0
75.08457,-4.07,0,0,0,0,0.093352,0.0742,0,0.0084968,0.025044,0,0,0.064294,0.093538,0,0,0,0,0,0,0,0.008878,0,0,0
543.1912,-0.885,0,0,0,0,0,0.016055,0,0,0,0,0,0,0.025535,0,0,0,0,0,0,0,0,0,0,0
325.8876,1.706,0,0,0,0,0.050773,0.13246,0,0,0.0047519,0,0,0.010368,0.057033,0,0,0,0,0,0,0,0,0,0,0
689.3434,2.49,0,0,0.012255,0,0.14878,0.15533,1.0204,0.043925,0.041841,0.33006,0.0066644,0.1839,0.074629,0.57263,0,0.038064,0,0,0,0.024819,0,0,0.058417,0
623.4681,1.822,0,0,0,0,0.28636,0.02824,0.16804,0,0,0,0,0.17883,0.023444,0,0,0,0,0,0,0,0,0,0,0
689.7156,2.648462,0,0,0.012255,0,0.15306,0.15533,1.0204,0.043925,0.041841,0.24647,0.0066644,0.1839,0.055842,0.57263,0,0.038064,0,0,0,0.024819,0,0,0,0
145.9799,-21.52667,0,0,0,0,0.032078,0.10033,0.23436,0.0094486,0.037985,0.012025,0,0.069883,0.1375,0.042382,0,0,0,0,0,0,0,0,0,0
146.3109,-21.49444,0,0,0,0,0.032078,0.10033,0.23436,0.0094486,0.037985,0.012025,0,0.069883,0.1375,0.041522,0,0,0,0,0,0,0,0,0,0
72.3846,-15.629,0.022898,0,0,0.016508,0,0.018583,0,0,0,0.01639,0.045433,0,0.011839,0.019762,0,0,0,0,0,0.11454,0,0,0.10805,0.012933
74.87457,-15.55857,0,0,0,0.016508,0,0,0,0,0,0.01639,0.045433,0,0,0.0041882,0,0,0,0,0,0.11454,0,0,0.10805,0.012933
117.2037,-2.1,0,0,0,0,0,0,0.011777,0,0,0.10177,0,0,0,0.06886,0,0,0,0,0,0,0,0,0,0
556.3986,-1.743333,0,0,0.039037,0.0086341,0,0,0,0.03059,0.22157,0,0,0.0086959,0,0.0091762,0,0,0.045209,0,0,0,0,0.0041036,0,0.040428
689.1306,2.531429,0,0,0.012255,0,0.15306,0.15533,1.0204,0.043925,0.041841,0.33006,0.0066644,0.1839,0.055842,0.57263,0,0.038064,0,0,0,0.024819,0,0,0.058417,0
32.26133,1.983333,0,0,0,0.0068504,0,0,0,0,0,0,0.0072926,0,0,0.011334,0,0,0,0,0,0,0,0,0,0
698.5503,-21.17222,0.0065438,0.44478,0.0090426,0.028723,0.29082,0.072783,0,0.20898,0.2292,0.31566,0.022814,0.23501,0.23756,0.33531,0.048247,0.040848,0.0051137,0,0.035188,0,0,0.01013,0,0
817.5104,-21.0675,0,0,0.071633,0.045746,0,0,0,0,0,0.015254,0.0638,0,0,0.015167,0.0065222,0,0.0079403,0.06732,0,0.13064,0.028278,0.0050397,0.047092,0
414.0872,-8.1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063471,0,0,0,0,0.051761,0,0,0.025641,0.035572
456.7935,0.2642857,0,0,0,0,0,0,0,0.0045853,0,0,0,0,0,0,0.0048351,0,0.006248,0.006308,0,0,0,0.018917,0.013498,0.012449
244.571,-21.2125,0,0,0,0,0,0.061971,0.05211,0,0.013263,0,0,0,0,0,0,0.0055313,0,0,0,0,0,0,0,0
254.7982,-7.647143,0,0,0,0,0.044416,0.10338,0.042258,0.01088,0,0,0,0.028295,0.036526,0,0,0.041203,0,0,0,0,0,0,0,0
325.0266,-5.303333,0,0,0,0,0.03637,0.056808,0,0,0.016059,0,0,0.031199,0.051269,0,0,0.0048678,0,0,0,0,0,0,0,0
690.6429,2.5425,0,0,0.012255,0,0.14878,0.15533,1.0204,0.043925,0.041841,0.33006,0,0.1839,0.074629,0.57263,0,0.038064,0,0,0,0.024819,0,0,0,0
817.5104,-21.0675,0,0,0.071633,0.045746,0,0,0,0,0,0.015254,0.0638,0,0,0.015167,0.0065222,0,0.0079403,0.06732,0,0.13064,0.028278,0.0050397,0.047092,0
919.1095,-4.82,0,0,0,0.0095258,0,0,0,0,0,0,0,0,0,0,0,0,0.0081108,0.0041075,0,0,0,0.024885,0,0.022179
456.7935,0.2642857,0,0,0,0,0,0,0,0.0045853,0,0,0,0,0,0,0.0048351,0,0.006248,0.006308,0,0,0,0.018917,0.013498,0.012449
647.8763,1.01,0,0,0,0.022896,0.040885,0,0.26054,0,0,0,0,0,0,0,0,0,0.036675,0,0,0.021239,0,0.23919,0,0.04145
21.96125,-21.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86126,0,0.14059,0.74941,0,0,0.14311
64.242,-19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26498,0,0,0,0,0,0
469.021,-21.26083,0,0,0,0.062232,0.57531,0.047467,0.29308,0.0193,0,0,0.074781,0.4761,0,0,0,0,0,0.026755,0,0.2491,0,0.22418,0.35574,0.15594
265.775,-21.14,0,0,0,0,0,0,0,0,0,0,0.23707,0,0,0,0,0,0,0.011513,0,0,0,0.17193,0,0
773.1519,-20.908,0,0,0,0,0,0,0,0,0,0,0,0,0.031116,0.022764,0,0,0.0067017,0.0089101,0,0,0,0,0,0.1489
920.7709,-4.82,0,0,0,0.0095258,0,0,0,0,0,0,0.012783,0,0,0,0,0,0.0081108,0.0041075,0,0,0,0.024885,0,0.022179
456.7935,0.2642857,0,0,0,0,0,0,0,0.0045853,0,0,0,0,0,0,0.0048351,0,0.006248,0.006308,0,0,0,0.018917,0.013498,0.012449
419.3123,-21.07556,0,0,0.0062813,0,0.012957,0.049429,0,0.0095764,0.13055,0,0,0,0,0,0,0,0,0,0.004661,0.65264,0,0,0.29374,0.61398
333.387,-15.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045571,0,0,0,0.0085697,0
510.3112,-6.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067898,0.0041487,0,0.0051052,0.030847,0
570.1974,1.3435,0.37648,0,0.33862,0.19447,0.5976,0.85411,0.74962,0,0,0.14292,0.17531,0.67014,0,0.14212,0.11303,0.13824,0.37336,0.42317,0.22848,0.13782,0.19434,0.51903,0.064572,0.239
234.2353,-21.23667,0,0,0,0,0,0,0.05211,0,0,0,0,0,0,0,0,0,0,0,0,0.017963,0,0,0.1067,0
358.0245,-21.14,0,0,0,0,0.0051707,0,0.1218,0,0,0,0,0,0,0,0,0,0,0,0,0.12722,0,0,0.37211,0.041832
